tin,tax_type,yofa,period,trcd,sbcd,amount,txn_date,source_ref
100651A,SSC,2020,2020,20,G,-723.91,2020-04-30,R50000824
100651A,SSC,2021,2021,10,,3544.77,2021-08-16,A00000831
100651A,SSC,2021,2021,70,,350.43,2021-10-25,PEN
100651A,SSC,2021,2021,20,G,-493.54,2021-09-15,R50000825
100651A,SSC,2022,2022,10,,1480.22,2022-11-15,A00000832
100651A,SSC,2022,2022,60,,373.02,2026-06-01,RST
100651A,SSC,2022,2022,20,G,-707.25,2023-01-01,R50000826
100651A,SSC,2023,2023,10,,1795.57,2023-11-15,A00000833
100651A,SSC,2023,2023,70,,127.44,2024-01-24,PEN
100651A,SSC,2023,2023,60,,323.2,2026-06-01,RST
100651A,SSC,2023,2023,20,G,-1097.76,2024-01-27,R50000827
100651A,SSC,2024,2024,10,,8518.02,2024-11-15,A00000834
100651A,SSC,2024,2024,70,,944.42,2025-01-24,PEN
100651A,SSC,2024,2024,60,,919.95,2026-06-01,RST
100651A,SSC,2024,2024,20,G,-3141.8,2025-01-12,R50000828
100651A,SSC,2025,2025,10,,7751.71,2025-05-16,A00000835
100651A,SSC,2025,2025,70,,701.77,2025-07-25,PEN
100651A,SSC,2025,2025,60,,558.12,2026-06-01,RST
100651A,SSC,2025,2025,20,G,-2928.68,2025-08-14,R50000829
100660M,FSS,2021,2021,10,,2.91,2021-02-13,A00000836
100660M,FSS,2021,2021,70,,0.33,2021-04-24,PEN
100660M,FSS,2021,2021,20,G,-1.75,2021-05-13,R50000830
100660M,FSS,2022,2022,10,,5.1,2022-02-13,A00000837
100660M,FSS,2022,2022,70,,0.57,2022-04-24,PEN
100660M,FSS,2022,2022,60,,1.56,2026-06-01,RST
100660M,FSS,2022,2022,20,G,-0.93,2022-04-06,R50000831
100660M,FSS,2023,2023,10,,4.7,2023-02-13,A00000838
100660M,FSS,2023,2023,60,,1.1,2026-06-01,RST
100660M,FSS,2023,2023,20,G,-3.1,2023-04-13,R50000832
100660M,FSS,2024,2024,10,,8.76,2024-08-16,A00000839
100660M,FSS,2024,2024,60,,1.1,2026-06-01,RST
100660M,FSS,2024,2024,20,G,-0.62,2024-09-04,R50000833
100660M,FSS,2025,2025,10,,18.81,2025-08-16,A00000840
100660M,FSS,2025,2025,70,,2.01,2025-10-25,PEN
100660M,FSS,2025,2025,60,,0.9,2026-06-01,RST
100660M,FSS,2025,2025,20,G,-7.52,2025-11-09,R50000834
100660M,SSC,2021,2021,10,,3.05,2021-08-16,A00000841
100660M,SSC,2021,2021,70,,0.34,2021-10-25,PEN
100660M,SSC,2021,2021,60,,1.04,2026-06-01,RST
100660M,SSC,2021,2021,20,G,-0.84,2021-09-03,R50000835
100660M,SSC,2022,2022,10,,2.66,2022-11-15,A00000842
100660M,SSC,2022,2022,70,,0.13,2023-01-24,PEN
100660M,SSC,2022,2022,60,,0.67,2026-06-01,RST
100660M,SSC,2022,2022,20,G,-1.98,2023-01-09,R50000836
100660M,SSC,2023,2023,10,,7.58,2023-11-15,A00000843
100660M,SSC,2023,2023,70,,0.66,2024-01-24,PEN
100660M,SSC,2023,2023,60,,1.36,2026-06-01,RST
100660M,SSC,2023,2023,20,G,-3.18,2024-02-07,R50000837
100660M,SSC,2024,2024,10,,10.07,2024-11-15,A00000844
100660M,SSC,2024,2024,70,,0.73,2025-01-24,PEN
100660M,SSC,2024,2024,60,,1.09,2026-06-01,RST
100660M,SSC,2024,2024,20,G,-6.85,2024-12-01,R50000838
100660M,SSC,2025,2025,10,,7.76,2025-08-16,A00000845
100660M,SSC,2025,2025,20,G,-3.1,2025-09-23,R50000839
100666G,CIT,2022,2022,10,,1830.46,2022-05-31,A00000846
100666G,CIT,2022,2022,20,G,-1830.46,2022-07-04,R50000840
100666G,CIT,2023,2023,10,,1672.22,2023-05-31,A00000847
100666G,CIT,2023,2023,20,G,-1672.22,2023-07-29,R50000841
100666G,CIT,2024,2024,10,,3289.62,2024-05-31,A00000848
100666G,CIT,2024,2024,20,G,-3289.62,2024-08-06,R50000842
100666G,CIT,2025,2025,10,,1511.83,2025-05-31,A00000849
100666G,CIT,2025,2025,20,G,-1511.83,2025-06-21,R50000843
100666G,CIT,2021,2021,10,,788.67,2021-05-31,A00000850
100666G,CIT,2021,2021,20,G,-788.67,2021-08-27,R50000844
100666G,CIT,2022,2022,10,,578.68,2022-05-31,A00000851
100666G,CIT,2022,2022,20,G,-578.68,2022-08-09,R50000845
100666G,CIT,2023,2023,10,,210.44,2023-05-31,A00000852
100666G,CIT,2023,2023,20,G,-210.44,2023-08-16,R50000846
100666G,CIT,2024,2024,10,,2570.49,2024-05-31,A00000853
100666G,CIT,2024,2024,20,G,-2570.49,2024-07-20,R50000847
100666G,CIT,2025,2025,10,,5851.45,2025-05-31,A00000854
100666G,CIT,2025,2025,20,G,-5851.45,2025-07-11,R50000848
100676H,CIT,2021,2021,230,,12.51,2021-05-31,A00000855
100676H,CIT,2021,2021,70,,1.6,2021-08-09,PEN
100676H,CIT,2021,2021,60,,4.5,2026-06-01,RST
100676H,CIT,2021,2021,20,G,-2.11,2021-07-09,R50000849
100676H,CIT,2022,2022,10,,5.01,2022-05-31,A00000856
100676H,CIT,2022,2022,70,,0.69,2022-08-09,PEN
100676H,CIT,2022,2022,60,,1.44,2026-06-01,RST
100676H,CIT,2022,2022,20,G,-2.39,2022-07-12,R50000850
100676H,CIT,2023,2023,10,,25.72,2023-05-31,A00000857
100676H,CIT,2023,2023,20,G,-2.32,2023-08-19,R50000851
100676H,CIT,2024,2024,10,,34.27,2024-05-31,A00000858
100676H,CIT,2024,2024,70,,4.28,2024-08-09,PEN
100676H,CIT,2024,2024,60,,4.73,2026-06-01,RST
100676H,CIT,2024,2024,20,G,-8.65,2024-08-29,R50000852
100676H,CIT,2025,2025,10,,20.77,2025-05-31,A00000859
100676H,CIT,2025,2025,70,,2.2,2025-08-09,PEN
100676H,CIT,2025,2025,20,G,-4.98,2025-08-03,R50000853
100676H,VAT,2020,2020,10,,3.75,2020-11-15,A00000860
100676H,VAT,2020,2020,70,,0.55,2021-01-24,PEN
100676H,VAT,2021,2021,10,,16.0,2021-08-16,A00000861
100676H,VAT,2021,2021,70,,2.02,2021-10-25,PEN
100676H,VAT,2021,2021,60,,5.47,2026-06-01,RST
100676H,VAT,2021,2021,20,G,-7.75,2021-09-16,R50000854
100676H,VAT,2022,2022,10,,20.87,2022-11-15,A00000862
100676H,VAT,2022,2022,70,,1.22,2023-01-24,PEN
100676H,VAT,2022,2022,60,,5.26,2026-06-01,RST
100676H,VAT,2022,2022,20,G,-12.43,2022-12-20,R50000855
100676H,VAT,2023,2023,10,,6.76,2023-05-16,A00000863
100676H,VAT,2023,2023,70,,0.86,2023-07-25,PEN
100676H,VAT,2023,2023,60,,1.46,2026-06-01,RST
100676H,VAT,2023,2023,20,G,-2.76,2023-07-28,R50000856
100676H,VAT,2024,2024,10,,31.39,2024-05-16,A00000864
100676H,VAT,2024,2024,60,,4.52,2026-06-01,RST
100676H,VAT,2024,2024,20,G,-18.81,2024-06-28,R50000857
100676H,VAT,2025,2025,10,,63.33,2025-02-13,A00000865
100676H,VAT,2025,2025,70,,5.08,2025-04-24,PEN
100676H,VAT,2025,2025,20,G,-17.08,2025-04-19,R50000858
100676H,SSC,2022,2022,230,,14.31,2022-05-16,A00000866
100676H,SSC,2022,2022,60,,4.12,2026-06-01,RST
100676H,SSC,2022,2022,20,G,-8.32,2022-07-16,R50000859
100676H,SSC,2023,2023,10,,8.7,2023-08-16,A00000867
100676H,SSC,2023,2023,70,,1.29,2023-10-25,PEN
100676H,SSC,2023,2023,60,,1.72,2026-06-01,RST
100676H,SSC,2023,2023,20,G,-0.81,2023-08-28,R50000860
100676H,SSC,2024,2024,10,,18.15,2024-11-15,A00000868
100676H,SSC,2024,2024,60,,1.96,2026-06-01,RST
100676H,SSC,2024,2024,20,G,-12.95,2025-01-11,R50000861
100676H,SSC,2025,2025,10,,20.76,2025-05-16,A00000869
100676H,SSC,2025,2025,60,,1.49,2026-06-01,RST
100676H,SSC,2025,2025,20,G,-3.79,2025-07-01,R50000862
100679L,SSC,2023,2023,10,,77435.38,2023-05-16,A00000870
100679L,SSC,2023,2023,70,,7713.15,2023-07-25,PEN
100679L,SSC,2023,2023,20,G,-27841.43,2023-07-13,R50000863
100679L,SSC,2024,2024,10,,117955.54,2024-02-14,A00000871
100679L,SSC,2024,2024,70,,12599.22,2024-04-24,PEN
100679L,SSC,2024,2024,20,G,-41975.98,2024-03-03,R50000864
100679L,SSC,2025,2025,10,,117749.08,2025-08-16,A00000872
100679L,SSC,2025,2025,60,,5651.96,2026-06-01,RST
100679L,SSC,2025,2025,20,G,-798.25,2025-10-26,R50000865
100690M,CIT,2020,2020,10,,160.89,2020-05-31,A00000873
100690M,CIT,2020,2020,20,G,-160.89,2020-07-18,R50000866
100690M,CIT,2021,2021,10,,759.45,2021-05-31,A00000874
100690M,CIT,2021,2021,20,G,-759.45,2021-08-02,R50000867
100690M,CIT,2022,2022,10,,1985.22,2022-05-31,A00000875
100690M,CIT,2022,2022,20,G,-1985.22,2022-07-16,R50000868
100690M,CIT,2023,2023,10,,820.62,2023-05-31,A00000876
100690M,CIT,2023,2023,20,G,-820.62,2023-07-04,R50000869
100690M,CIT,2024,2024,10,,3519.75,2024-05-31,A00000877
100690M,CIT,2024,2024,20,G,-3519.75,2024-08-27,R50000870
100690M,CIT,2025,2025,10,,5742.9,2025-05-31,A00000878
100690M,CIT,2025,2025,20,G,-5742.9,2025-08-10,R50000871
100690M,VAT,2023,2023,10,,620.59,2023-05-16,A00000879
100690M,VAT,2023,2023,20,G,-620.59,2023-06-21,R50000872
100690M,VAT,2024,2024,10,,3936.88,2024-02-14,A00000880
100690M,VAT,2024,2024,20,G,-3936.88,2024-04-25,R50000873
100690M,VAT,2025,2025,10,,2061.39,2025-02-13,A00000881
100690M,VAT,2025,2025,20,G,-2061.39,2025-04-14,R50000874
100690M,SSC,2023,2023,10,,1815.04,2023-02-13,A00000882
100690M,SSC,2023,2023,20,G,-1815.04,2023-03-09,R50000875
100690M,SSC,2024,2024,10,,3973.3,2024-02-14,A00000883
100690M,SSC,2024,2024,20,G,-3973.3,2024-03-17,R50000876
100690M,SSC,2025,2025,10,,3084.11,2025-08-16,A00000884
100690M,SSC,2025,2025,20,G,-3084.11,2025-10-26,R50000877
100694M,CIT,2020,2020,10,,721.48,2020-05-31,A00000885
100694M,CIT,2020,2020,20,G,-721.48,2020-07-03,R50000878
100694M,CIT,2021,2021,10,,665.53,2021-05-31,A00000886
100694M,CIT,2021,2021,20,G,-665.53,2021-08-24,R50000879
100694M,CIT,2022,2022,10,,231.4,2022-05-31,A00000887
100694M,CIT,2022,2022,20,G,-231.4,2022-07-22,R50000880
100694M,CIT,2023,2023,10,,2346.72,2023-05-31,A00000888
100694M,CIT,2023,2023,20,G,-2346.72,2023-06-18,R50000881
100694M,CIT,2024,2024,10,,2227.8,2024-05-31,A00000889
100694M,CIT,2024,2024,20,G,-2227.8,2024-07-10,R50000882
100694M,CIT,2025,2025,10,,5119.85,2025-05-31,A00000890
100694M,CIT,2025,2025,20,G,-5119.85,2025-07-22,R50000883
100701B,PIT,2023,2023,10,,422.95,2023-05-31,A00000891
100701B,PIT,2023,2023,20,G,-422.95,2023-07-21,R50000884
100701B,PIT,2024,2024,10,,1075.45,2024-05-31,A00000892
100701B,PIT,2024,2024,20,G,-1075.45,2024-07-30,R50000885
100701B,PIT,2025,2025,10,,5831.53,2025-05-31,A00000893
100701B,PIT,2025,2025,20,G,-5831.53,2025-07-09,R50000886
100707B,CIT,2023,2023,10,,553.77,2023-05-31,A00000894
100707B,CIT,2023,2023,20,G,-553.77,2023-06-13,R50000887
100707B,CIT,2024,2024,10,,818.45,2024-05-31,A00000895
100707B,CIT,2024,2024,20,G,-818.45,2024-07-09,R50000888
100707B,CIT,2025,2025,10,,2417.74,2025-05-31,A00000896
100707B,CIT,2025,2025,20,G,-2417.74,2025-07-28,R50000889
100707B,SSC,2020,2020,10,,964.89,2020-11-15,A00000897
100707B,SSC,2020,2020,20,G,-964.89,2021-01-13,R50000890
100707B,SSC,2021,2021,10,,677.98,2021-05-16,A00000898
100707B,SSC,2021,2021,20,G,-677.98,2021-07-03,R50000891
100707B,SSC,2022,2022,10,,1448.68,2022-08-16,A00000899
100707B,SSC,2022,2022,20,G,-1448.68,2022-10-04,R50000892
100707B,SSC,2023,2023,10,,2592.63,2023-02-13,A00000900
100707B,SSC,2023,2023,20,G,-2592.63,2023-03-13,R50000893
100707B,SSC,2024,2024,10,,350.61,2024-08-16,A00000901
100707B,SSC,2024,2024,20,G,-350.61,2024-11-03,R50000894
100707B,SSC,2025,2025,10,,1423.8,2025-02-13,A00000902
100707B,SSC,2025,2025,20,G,-1423.8,2025-05-05,R50000895
100717M,CIT,2023,2023,10,,768.81,2023-05-31,A00000903
100717M,CIT,2023,2023,20,G,-768.81,2023-08-13,R50000896
100717M,CIT,2024,2024,10,,2508.95,2024-05-31,A00000904
100717M,CIT,2024,2024,20,G,-2508.95,2024-08-17,R50000897
100717M,CIT,2025,2025,10,,7604.36,2025-05-31,A00000905
100717M,CIT,2025,2025,20,G,-7604.36,2025-07-01,R50000898
100717M,SSC,2020,2020,10,,114.93,2020-11-15,A00000906
100717M,SSC,2020,2020,20,G,-114.93,2020-12-01,R50000899
100717M,SSC,2021,2021,10,,1195.74,2021-05-16,A00000907
100717M,SSC,2021,2021,20,G,-1195.74,2021-07-07,R50000900
100717M,SSC,2022,2022,10,,812.66,2022-05-16,A00000908
100717M,SSC,2022,2022,20,G,-812.66,2022-08-03,R50000901
100717M,SSC,2023,2023,10,,2311.99,2023-02-13,A00000909
100717M,SSC,2023,2023,20,G,-2311.99,2023-04-26,R50000902
100717M,SSC,2024,2024,10,,1010.36,2024-05-16,A00000910
100717M,SSC,2024,2024,20,G,-1010.36,2024-07-10,R50000903
100717M,SSC,2025,2025,10,,2095.93,2025-11-15,A00000911
100717M,SSC,2025,2025,20,G,-2095.93,2026-01-08,R50000904
100725A,SSC,2021,2021,10,,334.78,2021-11-15,A00000912
100725A,SSC,2021,2021,20,G,-334.78,2022-01-16,R50000905
100725A,SSC,2022,2022,10,,1687.01,2022-05-16,A00000913
100725A,SSC,2022,2022,20,G,-1687.01,2022-06-08,R50000906
100725A,SSC,2023,2023,230,,256.54,2023-08-16,A00000914
100725A,SSC,2023,2023,20,G,-256.54,2023-09-19,R50000907
100725A,SSC,2024,2024,10,,3020.04,2024-11-15,A00000915
100725A,SSC,2024,2024,20,G,-3020.04,2025-01-17,R50000908
100725A,SSC,2025,2025,10,,5847.41,2025-05-16,A00000916
100725A,SSC,2025,2025,20,G,-5847.41,2025-07-15,R50000909
100728H,CIT,2023,2023,10,,128.65,2023-05-31,A00000917
100728H,CIT,2023,2023,70,,15.62,2023-08-09,PEN
100728H,CIT,2023,2023,60,,27.02,2026-06-01,RST
100728H,CIT,2023,2023,20,G,-66.28,2023-07-28,R50000910
100728H,CIT,2024,2024,10,,369.76,2024-05-31,A00000918
100728H,CIT,2024,2024,70,,53.08,2024-08-09,PEN
100728H,CIT,2024,2024,60,,51.03,2026-06-01,RST
100728H,CIT,2024,2024,20,G,-93.57,2024-06-23,R50000911
100728H,CIT,2025,2025,10,,724.23,2025-05-31,A00000919
100728H,CIT,2025,2025,60,,47.8,2026-06-01,RST
100728H,CIT,2025,2025,20,G,-289.69,2025-08-08,R50000912
100728H,CIT,2022,2022,10,,34.33,2022-05-31,A00000920
100728H,CIT,2022,2022,20,G,-10.34,2022-07-23,R50000913
100728H,CIT,2023,2023,10,,41.55,2023-05-31,A00000921
100728H,CIT,2023,2023,60,,8.73,2026-06-01,RST
100728H,CIT,2023,2023,20,G,-26.2,2023-06-13,R50000914
100728H,CIT,2024,2024,230,,360.33,2024-05-31,A00000922
100728H,CIT,2024,2024,70,,24.36,2024-08-09,PEN
100728H,CIT,2024,2024,60,,49.73,2026-06-01,RST
100728H,CIT,2024,2024,20,G,-106.99,2024-06-19,R50000915
100728H,CIT,2025,2025,10,,556.12,2025-05-31,A00000923
100728H,CIT,2025,2025,70,,64.29,2025-08-09,PEN
100728H,CIT,2025,2025,60,,36.7,2026-06-01,RST
100728H,CIT,2025,2025,20,G,-32.52,2025-07-21,R50000916
100728H,VAT,2021,2021,10,,62.62,2021-02-13,A00000924
100728H,VAT,2021,2021,70,,7.0,2021-04-24,PEN
100728H,VAT,2021,2021,60,,23.67,2026-06-01,RST
100728H,VAT,2021,2021,20,G,-11.81,2021-03-29,R50000917
100728H,VAT,2022,2022,10,,34.1,2022-02-13,A00000925
100728H,VAT,2022,2022,70,,2.74,2022-04-24,PEN
100728H,VAT,2022,2022,60,,10.43,2026-06-01,RST
100728H,VAT,2022,2022,20,G,-20.94,2022-03-12,R50000918
100728H,VAT,2023,2023,230,,102.53,2023-05-16,A00000926
100728H,VAT,2023,2023,60,,22.15,2026-06-01,RST
100728H,VAT,2023,2023,20,G,-60.39,2023-06-15,R50000919
100728H,VAT,2024,2024,230,,398.85,2024-08-16,A00000927
100728H,VAT,2024,2024,70,,30.08,2024-10-25,PEN
100728H,VAT,2024,2024,20,G,-44.1,2024-09-16,R50000920
100728H,VAT,2025,2025,10,,295.52,2025-08-16,A00000928
100728H,VAT,2025,2025,70,,41.29,2025-10-25,PEN
100728H,VAT,2025,2025,20,G,-118.21,2025-10-24,R50000921
100735H,SSC,2023,2023,10,,4.54,2023-11-15,A00000929
100735H,SSC,2023,2023,60,,0.82,2026-06-01,RST
100735H,SSC,2023,2023,20,G,-1.38,2023-12-15,R50000922
100735H,SSC,2024,2024,10,,3.01,2024-11-15,A00000930
100735H,SSC,2024,2024,70,,0.23,2025-01-24,PEN
100735H,SSC,2024,2024,20,G,-2.08,2024-12-07,R50000923
100735H,SSC,2025,2025,10,,11.18,2025-05-16,A00000931
100735H,SSC,2025,2025,70,,1.65,2025-07-25,PEN
100735H,SSC,2025,2025,60,,0.8,2026-06-01,RST
100735H,SSC,2025,2025,20,G,-0.93,2025-06-10,R50000924
100742G,VAT,2022,2022,10,,185.14,2022-02-13,A00000932
100742G,VAT,2022,2022,60,,56.65,2026-06-01,RST
100742G,VAT,2022,2022,20,G,-63.69,2022-05-06,R50000925
100742G,VAT,2023,2023,10,,209.08,2023-05-16,A00000933
100742G,VAT,2023,2023,70,,13.12,2023-07-25,PEN
100742G,VAT,2023,2023,60,,45.16,2026-06-01,RST
100742G,VAT,2023,2023,20,G,-57.32,2023-06-23,R50000926
100742G,VAT,2024,2024,10,,61.01,2024-05-16,A00000934
100742G,VAT,2024,2024,70,,3.63,2024-07-25,PEN
100742G,VAT,2024,2024,60,,8.79,2026-06-01,RST
100742G,VAT,2024,2024,20,G,-42.99,2024-07-20,R50000927
100742G,VAT,2025,2025,10,,521.53,2025-02-13,A00000935
100742G,VAT,2025,2025,70,,67.45,2025-04-24,PEN
100742G,VAT,2025,2025,60,,46.94,2026-06-01,RST
100742G,VAT,2025,2025,20,G,-208.61,2025-04-21,R50000928
100742G,SSC,2021,2021,10,,56.06,2021-02-13,A00000936
100742G,SSC,2021,2021,70,,8.04,2021-04-24,PEN
100742G,SSC,2021,2021,20,G,-2.56,2021-03-30,R50000929
100742G,SSC,2022,2022,10,,220.01,2022-11-15,A00000937
100742G,SSC,2022,2022,60,,55.44,2026-06-01,RST
100742G,SSC,2022,2022,20,G,-160.2,2023-01-02,R50000930
100742G,SSC,2023,2023,10,,70.18,2023-05-16,A00000938
100742G,SSC,2023,2023,70,,6.7,2023-07-25,PEN
100742G,SSC,2023,2023,60,,15.16,2026-06-01,RST
100742G,SSC,2023,2023,20,G,-6.04,2023-07-04,R50000931
100742G,SSC,2024,2024,10,,140.6,2024-08-16,A00000939
100742G,SSC,2024,2024,60,,17.72,2026-06-01,RST
100742G,SSC,2024,2024,20,G,-57.18,2024-10-16,R50000932
100742G,SSC,2025,2025,10,,734.98,2025-05-16,A00000940
100742G,SSC,2025,2025,70,,57.72,2025-07-25,PEN
100742G,SSC,2025,2025,60,,52.92,2026-06-01,RST
100742G,SSC,2025,2025,20,G,-293.99,2025-07-31,R50000933
100742G,CIT,2022,2022,10,,183.54,2022-05-31,A00000941
100742G,CIT,2022,2022,70,,14.95,2022-08-09,PEN
100742G,CIT,2022,2022,60,,52.86,2026-06-01,RST
100742G,CIT,2022,2022,20,G,-58.2,2022-08-02,R50000934
100742G,CIT,2023,2023,10,,271.15,2023-05-31,A00000942
100742G,CIT,2023,2023,70,,37.68,2023-08-09,PEN
100742G,CIT,2023,2023,20,G,-9.78,2023-08-18,R50000935
100742G,CIT,2024,2024,10,,329.97,2024-05-31,A00000943
100742G,CIT,2024,2024,60,,45.54,2026-06-01,RST
100742G,CIT,2024,2024,20,G,-110.3,2024-06-21,R50000936
100742G,CIT,2025,2025,10,,888.12,2025-05-31,A00000944
100742G,CIT,2025,2025,70,,94.92,2025-08-09,PEN
100742G,CIT,2025,2025,60,,58.62,2026-06-01,RST
100742G,CIT,2025,2025,20,G,-335.73,2025-08-25,R50000937
100751H,CIT,2021,2021,10,,1353.82,2021-05-31,A00000945
100751H,CIT,2021,2021,20,G,-1353.82,2021-06-28,R50000938
100751H,CIT,2022,2022,10,,1002.0,2022-05-31,A00000946
100751H,CIT,2022,2022,20,G,-1002.0,2022-07-22,R50000939
100751H,CIT,2023,2023,10,,697.34,2023-05-31,A00000947
100751H,CIT,2023,2023,20,G,-697.34,2023-07-21,R50000940
100751H,CIT,2024,2024,10,,3235.14,2024-05-31,A00000948
100751H,CIT,2024,2024,20,G,-3235.14,2024-07-26,R50000941
100751H,CIT,2025,2025,10,,1871.74,2025-05-31,A00000949
100751H,CIT,2025,2025,20,G,-1871.74,2025-07-12,R50000942
100751H,FSS,2020,2020,10,,480.59,2020-11-15,A00000950
100751H,FSS,2020,2020,20,G,-480.59,2020-11-27,R50000943
100751H,FSS,2021,2021,10,,899.13,2021-08-16,A00000951
100751H,FSS,2021,2021,20,G,-899.13,2021-08-27,R50000944
100751H,FSS,2022,2022,10,,250.95,2022-08-16,A00000952
100751H,FSS,2022,2022,20,G,-250.95,2022-09-22,R50000945
100751H,FSS,2023,2023,10,,1644.76,2023-08-16,A00000953
100751H,FSS,2023,2023,20,G,-1644.76,2023-09-24,R50000946
100751H,FSS,2024,2024,10,,259.14,2024-05-16,A00000954
100751H,FSS,2024,2024,20,G,-259.14,2024-08-09,R50000947
100751H,FSS,2025,2025,10,,3879.6,2025-02-13,A00000955
100751H,FSS,2025,2025,20,G,-3879.6,2025-04-22,R50000948
100760B,VAT,2020,2020,230,,906.58,2020-08-16,A00000956
100760B,VAT,2020,2020,20,G,-906.58,2020-11-03,R50000949
100760B,VAT,2021,2021,10,,1544.91,2021-08-16,A00000957
100760B,VAT,2021,2021,20,G,-1544.91,2021-10-19,R50000950
100760B,VAT,2022,2022,10,,656.38,2022-05-16,A00000958
100760B,VAT,2022,2022,20,G,-656.38,2022-06-02,R50000951
100760B,VAT,2023,2023,10,,1939.41,2023-02-13,A00000959
100760B,VAT,2023,2023,20,G,-1939.41,2023-02-26,R50000952
100760B,VAT,2024,2024,10,,53.95,2024-08-16,A00000960
100760B,VAT,2024,2024,20,G,-53.95,2024-09-28,R50000953
100760B,VAT,2025,2025,230,,4838.01,2025-11-15,A00000961
100760B,VAT,2025,2025,20,G,-4838.01,2026-01-14,R50000954
100767M,PIT,2023,2023,10,,1738.04,2023-05-31,A00000962
100767M,PIT,2023,2023,20,G,-1738.04,2023-06-25,R50000955
100767M,PIT,2024,2024,10,,2230.89,2024-05-31,A00000963
100767M,PIT,2024,2024,20,G,-2230.89,2024-07-17,R50000956
100767M,PIT,2025,2025,10,,2292.08,2025-05-31,A00000964
100767M,PIT,2025,2025,20,G,-2292.08,2025-08-24,R50000957
100772G,PIT,2020,2020,10,,155.35,2020-05-31,A00000965
100772G,PIT,2020,2020,20,G,-155.35,2020-08-17,R50000958
100772G,PIT,2021,2021,10,,686.82,2021-05-31,A00000966
100772G,PIT,2021,2021,20,G,-686.82,2021-08-05,R50000959
100772G,PIT,2022,2022,10,,534.52,2022-05-31,A00000967
100772G,PIT,2022,2022,20,G,-534.52,2022-07-03,R50000960
100772G,PIT,2023,2023,10,,1744.5,2023-05-31,A00000968
100772G,PIT,2023,2023,20,G,-1744.5,2023-06-25,R50000961
100772G,PIT,2024,2024,10,,2921.99,2024-05-31,A00000969
100772G,PIT,2024,2024,20,G,-2921.99,2024-07-27,R50000962
100772G,PIT,2025,2025,230,,6033.36,2025-05-31,A00000970
100772G,PIT,2025,2025,20,G,-6033.36,2025-08-28,R50000963
100772G,VAT,2022,2022,10,,476.9,2022-02-13,A00000971
100772G,VAT,2022,2022,20,G,-476.9,2022-03-17,R50000964
100772G,VAT,2023,2023,10,,1507.75,2023-11-15,A00000972
100772G,VAT,2023,2023,20,G,-1507.75,2024-02-12,R50000965
100772G,VAT,2024,2024,10,,2148.26,2024-11-15,A00000973
100772G,VAT,2024,2024,20,G,-2148.26,2025-02-05,R50000966
100772G,VAT,2025,2025,10,,3629.47,2025-05-16,A00000974
100772G,VAT,2025,2025,20,G,-3629.47,2025-08-12,R50000967
100779A,FSS,2021,2021,10,,1088.44,2021-05-16,A00000975
100779A,FSS,2021,2021,20,G,-1088.44,2021-06-23,R50000968
100779A,FSS,2022,2022,10,,843.63,2022-11-15,A00000976
100779A,FSS,2022,2022,20,G,-843.63,2023-01-17,R50000969
100779A,FSS,2023,2023,10,,2185.78,2023-11-15,A00000977
100779A,FSS,2023,2023,20,G,-2185.78,2024-02-01,R50000970
100779A,FSS,2024,2024,10,,3886.35,2024-02-14,A00000978
100779A,FSS,2024,2024,20,G,-3886.35,2024-05-02,R50000971
100779A,FSS,2025,2025,10,,3055.99,2025-02-13,A00000979
100779A,FSS,2025,2025,20,G,-3055.99,2025-05-02,R50000972
100779A,SSC,2022,2022,230,,179.64,2022-05-16,A00000980
100779A,SSC,2022,2022,20,G,-179.64,2022-06-09,R50000973
100779A,SSC,2023,2023,10,,317.46,2023-08-16,A00000981
100779A,SSC,2023,2023,20,G,-317.46,2023-10-10,R50000974
100779A,SSC,2024,2024,10,,824.43,2024-11-15,A00000982
100779A,SSC,2024,2024,20,G,-824.43,2024-12-30,R50000975
100779A,SSC,2025,2025,10,,5253.72,2025-02-13,A00000983
100779A,SSC,2025,2025,20,G,-5253.72,2025-03-02,R50000976
100785G,CIT,2020,2020,10,,3.85,2020-05-31,A00000984
100785G,CIT,2020,2020,70,,0.31,2020-08-09,PEN
100785G,CIT,2020,2020,60,,1.66,2026-06-01,RST
100785G,CIT,2021,2021,10,,7.21,2021-05-31,A00000985
100785G,CIT,2021,2021,70,,0.87,2021-08-09,PEN
100785G,CIT,2021,2021,20,G,-4.68,2021-06-15,R50000977
100785G,CIT,2022,2022,230,,5.04,2022-05-31,A00000986
100785G,CIT,2022,2022,60,,1.45,2026-06-01,RST
100785G,CIT,2023,2023,230,,9.66,2023-05-31,A00000987
100785G,CIT,2023,2023,70,,1.03,2023-08-09,PEN
100785G,CIT,2023,2023,60,,2.03,2026-06-01,RST
100785G,CIT,2023,2023,20,G,-2.73,2023-07-19,R50000978
100785G,CIT,2024,2024,10,,38.12,2024-05-31,A00000988
100785G,CIT,2024,2024,70,,5.21,2024-08-09,PEN
100785G,CIT,2024,2024,60,,5.26,2026-06-01,RST
100785G,CIT,2024,2024,20,G,-12.51,2024-06-14,R50000979
100785G,CIT,2025,2025,10,,42.1,2025-05-31,A00000989
100785G,CIT,2025,2025,70,,2.94,2025-08-09,PEN
100785G,CIT,2025,2025,60,,2.78,2026-06-01,RST
100785G,CIT,2025,2025,20,G,-16.84,2025-08-23,R50000980
